# STEVAL-MKI229A (LSM6DSO16IS) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],temp[C],acc_x[LSB],acc_y[LSB],acc_z[LSB],gyro_x[LSB],gyro_y[LSB],gyro_z[LSB],temp[LSB],int_1,int_2
7986844310,4.392,164.944,992.958,4628.750,-4016.250,-2476.250,23.707,72,2704,16278,529,-459,-283,-331,0,0
7986853722,4.392,164.151,992.653,4751.250,-4033.750,-2467.500,23.727,72,2691,16273,543,-461,-282,-326,0,0
7986863129,4.209,164.578,992.836,4742.500,-4007.500,-2493.750,23.727,69,2698,16276,542,-458,-285,-326,0,0
7986872537,4.453,164.334,991.982,4716.250,-4060.000,-2476.250,23.699,73,2694,16262,539,-464,-283,-333,0,0
7986881950,6.039,163.968,992.592,4760.000,-4051.250,-2441.250,23.699,99,2688,16272,544,-463,-279,-333,0,0
7986891356,5.185,164.334,992.287,4768.750,-4007.500,-2423.750,23.691,85,2694,16267,545,-458,-277,-335,0,0
7986900764,4.941,163.907,991.921,4768.750,-4025.000,-2432.500,23.691,81,2687,16261,545,-460,-278,-335,0,0
7986910178,4.819,164.334,992.897,4725.000,-3981.250,-2458.750,23.730,79,2694,16277,540,-455,-281,-325,0,0
7986919586,3.904,163.175,992.958,4742.500,-3972.500,-2450.000,23.730,64,2675,16278,542,-454,-280,-325,0,0
7986928992,5.612,165.371,993.690,4628.750,-3998.750,-2458.750,23.738,92,2711,16290,529,-457,-281,-323,0,0
7986938407,4.087,165.066,993.141,4576.250,-3963.750,-2450.000,23.738,67,2706,16281,523,-453,-280,-323,0,0
7986947813,5.307,164.639,992.836,4725.000,-4025.000,-2458.750,23.730,87,2699,16276,540,-460,-281,-325,0,0
7986957226,4.514,165.371,992.897,4768.750,-3972.500,-2485.000,23.730,74,2711,16277,545,-454,-284,-325,0,0
7986966635,4.758,164.944,992.043,4768.750,-3998.750,-2450.000,23.707,78,2704,16263,545,-457,-280,-331,0,0
7986976041,5.490,163.907,993.202,4637.500,-3998.750,-2493.750,23.707,90,2687,16282,530,-457,-285,-331,0,0
7986985454,4.575,163.907,992.226,4716.250,-3998.750,-2485.000,23.699,75,2687,16266,539,-457,-284,-333,0,0
7986994862,5.307,164.029,991.494,4672.500,-3981.250,-2441.250,23.699,87,2689,16254,534,-455,-279,-333,0,0
7987004268,5.124,163.907,992.348,4751.250,-3981.250,-2432.500,23.676,84,2687,16268,543,-455,-278,-339,0,0
7987013682,3.721,164.456,991.921,4742.500,-3990.000,-2458.750,23.676,61,2696,16261,542,-456,-281,-339,0,0
7987023090,5.124,164.822,992.531,4576.250,-3981.250,-2458.750,23.730,84,2702,16271,523,-455,-281,-325,0,0
7987032496,5.246,164.395,992.226,4663.750,-3990.000,-2493.750,23.730,86,2695,16266,533,-456,-285,-325,0,0
7987041908,4.453,164.883,992.409,4742.500,-3998.750,-2476.250,23.668,73,2703,16269,542,-457,-283,-341,0,0
7987051317,4.575,164.578,992.775,4663.750,-3972.500,-2458.750,23.668,75,2698,16275,533,-454,-281,-341,0,0
7987060729,4.697,164.822,993.263,4716.250,-3981.250,-2476.250,23.688,77,2702,16283,539,-455,-283,-336,0,0
7987070134,3.843,164.090,992.714,4777.500,-4007.500,-2458.750,23.688,63,2690,16274,546,-458,-281,-336,0,0
7987079544,5.856,163.724,991.250,4733.750,-3990.000,-2423.750,23.719,96,2684,16250,541,-456,-277,-328,0,0
7987088956,4.697,164.212,991.616,4838.750,-3981.250,-2441.250,23.719,77,2692,16256,553,-455,-279,-328,0,0
7987098361,5.551,163.663,991.860,4768.750,-4033.750,-2485.000,23.719,91,2683,16260,545,-461,-284,-328,0,0
7987107769,4.209,164.090,991.006,4707.500,-4016.250,-2467.500,23.719,69,2690,16246,538,-459,-282,-328,0,0
7987117183,4.880,163.663,992.531,4725.000,-4007.500,-2467.500,23.691,80,2683,16271,540,-458,-282,-335,0,0
7987126589,4.575,165.493,992.592,4690.000,-4007.500,-2476.250,23.691,75,2713,16272,536,-458,-283,-335,0,0
7987135997,4.819,164.273,991.982,4716.250,-4025.000,-2476.250,23.684,79,2693,16262,539,-460,-283,-337,0,0
7987145410,5.490,164.456,991.982,4637.500,-3963.750,-2476.250,23.684,90,2696,16262,530,-453,-283,-337,0,0
7987154822,4.636,164.517,991.677,4672.500,-3963.750,-2458.750,23.711,76,2697,16257,534,-453,-281,-330,0,0
7987164227,4.819,164.151,991.921,4681.250,-3998.750,-2458.750,23.711,79,2691,16261,535,-457,-281,-330,0,0
7987173636,4.575,164.639,992.165,4698.750,-4025.000,-2458.750,23.664,75,2699,16265,537,-460,-281,-342,0,0
7987183048,5.368,164.395,992.287,4733.750,-4016.250,-2485.000,23.664,88,2695,16267,541,-459,-284,-342,0,0
7987192454,5.368,165.798,992.104,4707.500,-4025.000,-2476.250,23.676,88,2718,16264,538,-460,-283,-339,0,0
7987201862,5.673,164.517,991.555,4716.250,-3998.750,-2476.250,23.676,93,2697,16255,539,-457,-283,-339,0,0
7987211274,4.148,164.334,993.507,4655.000,-3998.750,-2450.000,23.684,68,2694,16287,532,-457,-280,-337,0,0
7987220686,4.453,164.517,992.470,4698.750,-4025.000,-2450.000,23.684,73,2697,16270,537,-460,-280,-337,0,0
7987230091,3.721,163.968,992.958,4768.750,-4016.250,-2476.250,23.664,61,2688,16278,545,-459,-283,-342,0,0
7987239504,4.758,164.151,991.677,4812.500,-4025.000,-2467.500,23.664,78,2691,16257,550,-460,-282,-342,0,0
7987248912,4.575,164.517,992.714,4733.750,-4007.500,-2432.500,23.707,75,2697,16274,541,-458,-278,-331,0,0
7987258318,5.185,163.175,992.836,4725.000,-3998.750,-2423.750,23.707,85,2675,16276,540,-457,-277,-331,0,0
7987267727,5.490,164.212,992.897,4742.500,-3998.750,-2458.750,23.707,90,2692,16277,542,-457,-281,-331,0,0
7987277140,4.636,164.761,991.372,4655.000,-4007.500,-2458.750,23.707,76,2701,16252,532,-458,-281,-331,0,0
7987286545,4.270,164.395,991.677,4900.000,-4033.750,-2467.500,23.730,70,2695,16257,560,-461,-282,-325,0,0
7987295956,5.063,165.249,992.531,4777.500,-3990.000,-2493.750,23.730,83,2709,16271,546,-456,-285,-325,0,0
7987305369,4.880,165.554,992.714,4733.750,-4007.500,-2458.750,23.715,80,2714,16274,541,-458,-281,-329,0,0
7987314777,5.734,164.334,993.385,4768.750,-4077.500,-2467.500,23.715,94,2694,16285,545,-466,-282,-329,0,0
7987324183,4.453,164.761,991.860,4725.000,-4016.250,-2423.750,23.668,73,2701,16260,540,-459,-277,-341,0,0
7987333594,4.880,165.188,992.653,4707.500,-4025.000,-2458.750,23.668,80,2708,16273,538,-460,-281,-341,0,0
7987343001,5.124,164.456,992.348,4707.500,-4042.500,-2485.000,23.656,84,2696,16268,538,-462,-284,-344,0,0
7987352416,4.514,164.090,991.494,4707.500,-4007.500,-2450.000,23.656,74,2690,16254,538,-458,-280,-344,0,0
7987361821,4.209,164.517,991.738,4663.750,-3972.500,-2441.250,23.672,69,2697,16258,533,-454,-279,-340,0,0
7987371232,5.246,164.822,991.738,4655.000,-3981.250,-2476.250,23.672,86,2702,16258,532,-455,-283,-340,0,0
7987380645,4.880,165.066,993.629,4733.750,-3963.750,-2441.250,23.676,80,2706,16289,541,-453,-279,-339,0,0
7987390054,4.758,164.517,990.884,4716.250,-3990.000,-2432.500,23.676,78,2697,16244,539,-456,-278,-339,0,0
7987399459,5.368,164.151,991.677,4725.000,-4025.000,-2458.750,23.699,88,2691,16257,540,-460,-281,-333,0,0
7987408870,5.612,166.225,990.457,4768.750,-4033.750,-2441.250,23.699,92,2725,16237,545,-461,-279,-333,0,0
7987418282,5.551,164.822,992.043,4716.250,-3955.000,-2458.750,23.688,91,2702,16263,539,-452,-281,-336,0,0
7987427686,5.368,163.480,993.446,4751.250,-3998.750,-2450.000,23.688,88,2680,16286,543,-457,-280,-336,0,0
7987437097,4.514,164.883,993.812,4786.250,-4060.000,-2441.250,23.660,74,2703,16292,547,-464,-279,-343,0,0
7987446509,4.148,165.615,990.823,4698.750,-4025.000,-2476.250,23.660,68,2715,16243,537,-460,-283,-343,0,0
7987455913,4.941,164.151,990.640,4742.500,-4025.000,-2476.250,23.668,81,2691,16240,542,-460,-283,-341,0,0
7987465324,4.636,163.846,991.799,4672.500,-4051.250,-2450.000,23.668,76,2686,16259,534,-463,-280,-341,0,0
7987474736,5.246,163.785,991.738,4733.750,-4095.000,-2441.250,23.715,86,2685,16258,541,-468,-279,-329,0,0
7987484147,4.941,163.724,992.592,4716.250,-4042.500,-2441.250,23.715,81,2684,16272,539,-462,-279,-329,0,0
7987493551,4.819,165.188,992.043,4751.250,-4033.750,-2450.000,23.695,79,2708,16263,543,-461,-280,-334,0,0
7987502963,5.673,164.273,991.860,4882.500,-4060.000,-2467.500,23.695,93,2693,16260,558,-464,-282,-334,0,0
7987512374,5.246,164.090,992.470,4690.000,-3990.000,-2485.000,23.676,86,2690,16270,536,-456,-284,-339,0,0
7987521780,5.002,165.005,992.897,4742.500,-3990.000,-2467.500,23.676,82,2705,16277,542,-456,-282,-339,0,0
7987531189,5.673,165.554,991.982,4725.000,-4007.500,-2441.250,23.664,93,2714,16262,540,-458,-279,-342,0,0
7987540600,5.124,165.554,992.836,4725.000,-4007.500,-2476.250,23.664,84,2714,16276,540,-458,-283,-342,0,0
7987550012,4.270,165.188,993.873,4637.500,-4007.500,-2467.500,23.734,70,2708,16293,530,-458,-282,-324,0,0
7987559418,4.209,164.700,991.921,4567.500,-3998.750,-2458.750,23.734,69,2700,16261,522,-457,-281,-324,0,0
7987568826,5.612,163.968,990.945,4812.500,-3990.000,-2450.000,23.691,92,2688,16245,550,-456,-280,-335,0,0
7987578239,5.856,164.517,990.518,4637.500,-3972.500,-2432.500,23.691,96,2697,16238,530,-454,-278,-335,0,0
7987587644,4.209,163.724,993.568,4760.000,-4033.750,-2450.000,23.734,69,2684,16288,544,-461,-280,-324,0,0
7987597057,3.172,163.785,993.751,4838.750,-3990.000,-2450.000,23.734,52,2685,16291,553,-456,-280,-324,0,0
7987606462,5.063,164.090,990.701,4742.500,-4007.500,-2450.000,23.668,83,2690,16241,542,-458,-280,-341,0,0
7987615877,5.063,165.066,990.152,4690.000,-4051.250,-2476.250,23.668,83,2706,16232,536,-463,-283,-341,0,0
7987625281,5.490,164.090,992.836,4716.250,-4007.500,-2458.750,23.730,90,2690,16276,539,-458,-281,-325,0,0
7987634693,5.124,163.968,993.019,4663.750,-3963.750,-2458.750,23.730,84,2688,16279,533,-453,-281,-325,0,0
7987644104,5.307,164.700,992.226,4690.000,-4007.500,-2458.750,23.680,87,2700,16266,536,-458,-281,-338,0,0
7987653508,5.490,164.395,993.629,4663.750,-3981.250,-2432.500,23.680,90,2695,16289,533,-455,-278,-338,0,0
7987662920,4.941,164.517,993.446,4716.250,-3955.000,-2450.000,23.645,81,2697,16286,539,-452,-280,-347,0,0
7987672331,4.209,164.822,993.385,4707.500,-3963.750,-2485.000,23.645,69,2702,16285,538,-453,-284,-347,0,0
7987681742,5.002,163.785,991.860,4725.000,-4042.500,-2476.250,23.715,82,2685,16260,540,-462,-283,-329,0,0
7987691147,5.063,164.090,992.836,4716.250,-4007.500,-2423.750,23.715,83,2690,16276,539,-458,-277,-329,0,0
7987700558,5.307,164.944,992.775,4725.000,-4033.750,-2476.250,23.727,87,2704,16275,540,-461,-283,-326,0,0
7987709969,4.819,165.615,992.897,4690.000,-4007.500,-2476.250,23.727,79,2715,16277,536,-458,-283,-326,0,0
7987719375,4.209,164.944,992.470,4742.500,-4025.000,-2485.000,23.699,69,2704,16270,542,-460,-284,-333,0,0
7987728783,5.551,164.395,993.141,4690.000,-4086.250,-2476.250,23.699,91,2695,16281,536,-467,-283,-333,0,0
7987738196,5.734,164.517,993.141,4795.000,-4007.500,-2493.750,23.688,94,2697,16281,548,-458,-285,-336,0,0
7987747607,5.063,164.639,992.287,4742.500,-3972.500,-2493.750,23.688,83,2699,16267,542,-454,-285,-336,0,0
7987757012,6.039,165.310,993.751,4646.250,-4025.000,-2485.000,23.699,99,2710,16291,531,-460,-284,-333,0,0
7987766423,5.673,164.700,992.165,4733.750,-4007.500,-2441.250,23.699,93,2700,16265,541,-458,-279,-333,0,0
7987775835,5.002,164.883,993.080,4795.000,-3998.750,-2476.250,23.684,82,2703,16280,548,-457,-283,-337,0,0
7987785239,4.819,164.761,992.104,4707.500,-4007.500,-2458.750,23.684,79,2701,16264,538,-458,-281,-337,0,0
7987794652,5.734,163.297,993.080,4690.000,-4016.250,-2476.250,23.691,94,2677,16280,536,-459,-283,-335,0,0
7987804060,5.307,163.846,991.067,4768.750,-4016.250,-2493.750,23.691,87,2686,16247,545,-459,-285,-335,0,0
7987813473,5.734,165.371,992.043,4742.500,-4042.500,-2511.250,23.707,94,2711,16263,542,-462,-287,-331,0,0
7987822877,5.368,164.761,991.921,4655.000,-3998.750,-2493.750,23.707,88,2701,16261,532,-457,-285,-331,0,0
7987832289,5.856,165.676,994.788,4795.000,-3998.750,-2458.750,23.684,96,2716,16308,548,-457,-281,-337,0,0
7987841695,5.612,164.151,992.531,4838.750,-3963.750,-2458.750,23.684,92,2691,16271,553,-453,-281,-337,0,0
7987851103,6.710,165.066,992.104,4663.750,-3963.750,-2467.500,23.711,110,2706,16264,533,-453,-282,-330,0,0
7987860515,5.368,163.907,992.226,4716.250,-3946.250,-2467.500,23.711,88,2687,16266,539,-451,-282,-330,0,0
7987869927,4.819,164.212,990.579,4777.500,-4025.000,-2476.250,23.680,79,2692,16239,546,-460,-283,-338,0,0
7987879333,4.880,163.480,991.921,4663.750,-3955.000,-2467.500,23.680,80,2680,16261,533,-452,-282,-338,0,0
7987888740,3.721,163.663,991.067,4690.000,-3946.250,-2458.750,23.738,61,2683,16247,536,-451,-281,-323,0,0
7987898154,4.758,162.382,988.871,4655.000,-3981.250,-2450.000,23.738,78,2662,16211,532,-455,-280,-323,0,0
7987907565,3.904,164.151,991.738,4698.750,-3972.500,-2450.000,23.727,64,2691,16258,537,-454,-280,-326,0,0
7987916970,3.904,164.761,993.263,4733.750,-4007.500,-2485.000,23.727,64,2701,16283,541,-458,-284,-326,0,0
7987926382,4.392,165.310,993.019,4742.500,-3972.500,-2441.250,23.699,72,2710,16279,542,-454,-279,-333,0,0
7987935790,5.856,165.371,992.409,4768.750,-4042.500,-2432.500,23.699,96,2711,16269,545,-462,-278,-333,0,0
7987945196,5.612,165.249,992.897,4742.500,-3981.250,-2441.250,23.715,92,2709,16277,542,-455,-279,-329,0,0
7987954608,6.100,166.042,993.080,4733.750,-3972.500,-2458.750,23.715,100,2722,16280,541,-454,-281,-329,0,0
7987964020,4.758,164.578,992.653,4768.750,-3955.000,-2450.000,23.672,78,2698,16273,545,-452,-280,-340,0,0
7987973424,4.941,164.700,991.433,4716.250,-3981.250,-2441.250,23.672,81,2700,16253,539,-455,-279,-340,0,0
7987982835,4.270,164.456,992.043,4795.000,-3998.750,-2458.750,23.680,70,2696,16263,548,-457,-281,-338,0,0
7987992247,3.965,163.541,991.006,4698.750,-4007.500,-2476.250,23.680,65,2681,16246,537,-458,-283,-338,0,0
7988001656,3.355,163.663,990.457,4865.000,-4086.250,-2458.750,23.703,55,2683,16237,556,-467,-281,-332,0,0
7988011061,4.453,164.273,992.104,4935.000,-4033.750,-2476.250,23.703,73,2693,16264,564,-461,-283,-332,0,0
7988020474,4.026,164.395,993.019,4725.000,-4025.000,-2467.500,23.695,66,2695,16279,540,-460,-282,-334,0,0
7988029885,5.063,164.761,993.629,4812.500,-4042.500,-2441.250,23.695,83,2701,16289,550,-462,-279,-334,0,0
7988039290,4.331,164.883,991.738,4725.000,-3963.750,-2432.500,23.688,71,2703,16258,540,-453,-278,-336,0,0
7988048699,6.527,165.859,992.348,4681.250,-3920.000,-2476.250,23.688,107,2719,16268,535,-448,-283,-336,0,0
7988058111,5.795,164.944,991.982,4716.250,-3946.250,-2467.500,23.703,95,2704,16262,539,-451,-282,-332,0,0
7988067522,4.270,165.188,992.897,4751.250,-3972.500,-2467.500,23.703,70,2708,16277,543,-454,-282,-332,0,0
7988076927,4.148,162.809,993.019,4681.250,-3998.750,-2458.750,23.691,68,2669,16279,535,-457,-281,-335,0,0
7988086340,3.782,163.480,991.311,4733.750,-3972.500,-2493.750,23.691,62,2680,16251,541,-454,-285,-335,0,0
7988095747,3.660,163.785,991.372,4812.500,-4016.250,-2476.250,23.723,60,2685,16252,550,-459,-283,-327,0,0
7988105161,4.514,163.541,990.335,4725.000,-4042.500,-2485.000,23.723,74,2681,16235,540,-462,-284,-327,0,0
7988114566,3.843,163.602,992.348,4751.250,-3998.750,-2458.750,23.684,63,2682,16268,543,-457,-281,-337,0,0
7988123975,4.392,164.090,992.836,4707.500,-3981.250,-2458.750,23.684,72,2690,16276,538,-455,-281,-337,0,0
7988133388,4.148,165.432,992.592,4576.250,-4007.500,-2450.000,23.668,68,2712,16272,523,-458,-280,-341,0,0
7988142795,4.514,164.639,991.738,4655.000,-4016.250,-2458.750,23.668,74,2699,16258,532,-459,-281,-341,0,0
7988152202,5.063,163.663,992.958,4768.750,-4042.500,-2458.750,23.691,83,2683,16278,545,-462,-281,-335,0,0
7988161614,5.490,165.432,992.775,4742.500,-4051.250,-2458.750,23.691,90,2712,16275,542,-463,-281,-335,0,0
7988171020,5.002,165.066,992.348,4777.500,-4016.250,-2476.250,23.684,82,2706,16268,546,-459,-283,-337,0,0
7988180432,5.063,165.432,991.738,4725.000,-4016.250,-2458.750,23.684,83,2712,16258,540,-459,-281,-337,0,0
7988189840,5.063,165.371,991.738,4733.750,-3998.750,-2458.750,23.680,83,2711,16258,541,-457,-281,-338,0,0
7988199254,4.331,164.395,991.616,4646.250,-3998.750,-2450.000,23.680,71,2695,16256,531,-457,-280,-338,0,0
7988208662,5.185,163.480,991.372,4663.750,-4025.000,-2493.750,23.703,85,2680,16252,533,-460,-285,-332,0,0
7988218068,4.880,163.724,992.287,4742.500,-4016.250,-2467.500,23.703,80,2684,16267,542,-459,-282,-332,0,0
7988227481,3.477,164.517,993.141,4821.250,-4025.000,-2458.750,23.695,57,2697,16281,551,-460,-281,-334,0,0
7988236890,3.782,164.578,991.128,4725.000,-4033.750,-2467.500,23.695,62,2698,16248,540,-461,-282,-334,0,0
7988246296,4.941,163.480,990.823,4733.750,-4042.500,-2458.750,23.688,81,2680,16243,541,-462,-281,-336,0,0
7988255710,4.453,164.578,991.555,4830.000,-4033.750,-2476.250,23.688,73,2698,16255,552,-461,-283,-336,0,0
7988265117,4.819,164.700,993.019,4725.000,-3998.750,-2432.500,23.695,79,2700,16279,540,-457,-278,-334,0,0
7988274524,4.575,164.578,993.202,4628.750,-4016.250,-2450.000,23.695,75,2698,16282,529,-459,-280,-334,0,0
7988283935,4.270,165.066,992.592,4742.500,-4060.000,-2441.250,23.668,70,2706,16272,542,-464,-279,-341,0,0
7988293340,4.331,164.822,991.799,4698.750,-4016.250,-2441.250,23.668,71,2702,16259,537,-459,-279,-341,0,0
7988302754,4.636,165.188,992.714,4602.500,-3928.750,-2432.500,23.668,76,2708,16274,526,-449,-278,-341,0,0
7988312160,4.148,163.846,991.860,4698.750,-3990.000,-2458.750,23.668,68,2686,16260,537,-456,-281,-341,0,0
7988321573,4.575,164.090,990.884,4716.250,-4068.750,-2458.750,23.664,75,2690,16244,539,-465,-281,-342,0,0
7988330978,4.941,164.029,992.653,4690.000,-4086.250,-2450.000,23.664,81,2689,16273,536,-467,-280,-342,0,0
7988340393,4.331,164.395,993.263,4777.500,-4095.000,-2450.000,23.703,71,2695,16283,546,-468,-280,-332,0,0
7988349799,3.904,164.090,992.043,4672.500,-4033.750,-2406.250,23.703,64,2690,16263,534,-461,-275,-332,0,0
7988359205,6.039,164.700,991.555,4725.000,-4033.750,-2432.500,23.703,99,2700,16255,540,-461,-278,-332,0,0
7988368620,4.087,164.334,992.409,4716.250,-4051.250,-2485.000,23.703,67,2694,16269,539,-463,-284,-332,0,0
7988378026,5.917,164.700,993.812,4725.000,-4060.000,-2476.250,23.684,97,2700,16292,540,-464,-283,-337,0,0
7988387439,5.612,165.493,993.385,4725.000,-4016.250,-2458.750,23.684,92,2713,16285,540,-459,-281,-337,0,0
7988396847,5.368,164.944,993.507,4681.250,-4060.000,-2485.000,23.695,88,2704,16287,535,-464,-284,-334,0,0
7988406254,5.551,165.066,993.324,4681.250,-4033.750,-2476.250,23.695,91,2706,16284,535,-461,-283,-334,0,0
7988415663,4.636,164.029,991.860,4707.500,-4007.500,-2441.250,23.715,76,2689,16260,538,-458,-279,-329,0,0
7988425076,5.185,162.626,992.348,4672.500,-3990.000,-2441.250,23.715,85,2666,16268,534,-456,-279,-329,0,0
7988434481,4.575,163.297,992.043,4725.000,-3981.250,-2458.750,23.746,75,2677,16263,540,-455,-281,-321,0,0
7988443889,4.758,162.931,990.823,4707.500,-3990.000,-2476.250,23.746,78,2671,16243,538,-456,-283,-321,0,0
7988453303,3.782,163.724,991.860,4760.000,-3972.500,-2458.750,23.707,62,2684,16260,544,-454,-281,-331,0,0
7988462710,4.880,163.785,991.616,4847.500,-4042.500,-2441.250,23.707,80,2685,16256,554,-462,-279,-331,0,0
7988472117,3.965,164.883,992.653,4760.000,-4051.250,-2485.000,23.715,65,2703,16273,544,-463,-284,-329,0,0
7988481531,4.270,164.822,992.714,4628.750,-4025.000,-2458.750,23.715,70,2702,16274,529,-460,-281,-329,0,0
7988490939,4.819,165.554,992.653,4655.000,-3998.750,-2450.000,23.668,79,2714,16273,532,-457,-280,-341,0,0
7988500346,5.917,165.737,993.507,4602.500,-3955.000,-2476.250,23.668,97,2717,16287,526,-452,-283,-341,0,0
7988509760,5.612,164.700,992.165,4768.750,-4025.000,-2485.000,23.711,92,2700,16265,545,-460,-284,-330,0,0
7988519167,5.673,164.700,991.006,4716.250,-4033.750,-2450.000,23.711,93,2700,16246,539,-461,-280,-330,0,0
7988528572,4.819,164.639,990.152,4646.250,-4016.250,-2467.500,23.684,79,2699,16232,531,-459,-282,-337,0,0
7988537986,5.063,164.761,990.579,4628.750,-4007.500,-2476.250,23.684,83,2701,16239,529,-458,-283,-337,0,0
7988547394,4.819,165.493,991.738,4576.250,-4007.500,-2476.250,23.672,79,2713,16258,523,-458,-283,-340,0,0
7988556801,5.002,163.968,992.409,4716.250,-4060.000,-2467.500,23.672,82,2688,16269,539,-464,-282,-340,0,0
7988566216,4.453,163.785,993.507,4733.750,-3998.750,-2432.500,23.688,73,2685,16287,541,-457,-278,-336,0,0
7988575623,4.453,164.212,992.470,4716.250,-3963.750,-2458.750,23.688,73,2692,16270,539,-453,-281,-336,0,0
7988585030,4.575,163.846,990.335,4751.250,-4033.750,-2467.500,23.723,75,2686,16235,543,-461,-282,-327,0,0
7988594444,4.697,165.310,991.677,4777.500,-4060.000,-2441.250,23.723,77,2710,16257,546,-464,-279,-327,0,0
7988603850,5.429,165.188,993.385,4777.500,-4060.000,-2467.500,23.723,89,2708,16285,546,-464,-282,-327,0,0
7988613258,5.612,165.005,993.080,4602.500,-4007.500,-2485.000,23.723,92,2705,16280,526,-458,-284,-327,0,0
7988622672,6.039,164.761,991.555,4690.000,-4033.750,-2450.000,23.656,99,2701,16255,536,-461,-280,-344,0,0
7988632080,5.246,164.883,992.714,4943.750,-4007.500,-2476.250,23.656,86,2703,16274,565,-458,-283,-344,0,0
7988641488,5.246,164.578,992.226,4751.250,-3998.750,-2432.500,23.684,86,2698,16266,543,-457,-278,-337,0,0
7988650896,4.819,164.639,992.104,4830.000,-3990.000,-2476.250,23.684,79,2699,16264,552,-456,-283,-337,0,0
7988660309,4.758,165.493,992.104,4690.000,-3955.000,-2458.750,23.703,78,2713,16264,536,-452,-281,-332,0,0
7988669714,5.063,164.151,990.213,4733.750,-3955.000,-2476.250,23.703,83,2691,16233,541,-452,-283,-332,0,0
7988679122,4.453,164.273,990.030,4690.000,-3955.000,-2458.750,23.676,73,2693,16230,536,-452,-281,-339,0,0
7988688536,4.392,164.822,992.287,4646.250,-3972.500,-2476.250,23.676,72,2702,16267,531,-454,-283,-339,0,0
7988697943,4.331,164.029,991.311,4777.500,-4007.500,-2485.000,23.680,71,2689,16251,546,-458,-284,-338,0,0
7988707351,5.429,164.517,992.043,4777.500,-4033.750,-2476.250,23.680,89,2697,16263,546,-461,-283,-338,0,0
7988716763,6.222,164.700,991.677,4716.250,-4042.500,-2450.000,23.680,102,2700,16257,539,-462,-280,-338,0,0
7988726170,4.941,165.188,991.982,4838.750,-3990.000,-2467.500,23.680,81,2708,16262,553,-456,-282,-338,0,0
7988735577,5.734,164.456,991.677,4716.250,-3946.250,-2493.750,23.645,94,2696,16257,539,-451,-285,-347,0,0
7988744990,5.551,164.822,991.616,4698.750,-4033.750,-2458.750,23.645,91,2702,16256,537,-461,-281,-347,0,0
7988754398,4.331,165.188,992.836,4690.000,-3937.500,-2441.250,23.668,71,2708,16276,536,-450,-279,-341,0,0
7988763811,4.148,166.225,992.592,4777.500,-3972.500,-2450.000,23.668,68,2725,16272,546,-454,-280,-341,0,0
7988773218,4.209,165.310,989.359,4716.250,-4033.750,-2467.500,23.668,69,2710,16219,539,-461,-282,-341,0,0
7988782626,4.758,164.517,989.847,4707.500,-4025.000,-2485.000,23.668,78,2697,16227,538,-460,-284,-341,0,0
7988792033,5.063,164.395,996.069,4655.000,-3998.750,-2441.250,23.703,83,2695,16329,532,-457,-279,-332,0,0
7988801446,5.612,165.249,994.361,4515.000,-3998.750,-2441.250,23.703,92,2709,16301,516,-457,-279,-332,0,0
7988810853,4.270,162.870,987.590,4558.750,-3867.500,-2441.250,23.691,70,2670,16190,521,-442,-279,-335,0,0
7988820266,5.368,165.188,992.226,4725.000,-3946.250,-2450.000,23.691,88,2708,16266,540,-451,-280,-335,0,0
7988829672,5.185,164.944,993.507,4655.000,-3998.750,-2450.000,23.680,85,2704,16287,532,-457,-280,-338,0,0
7988839080,6.588,165.432,992.043,4681.250,-3972.500,-2485.000,23.680,108,2712,16263,535,-454,-284,-338,0,0
7988848493,6.039,164.212,991.982,4672.500,-3946.250,-2493.750,23.672,99,2692,16262,534,-451,-285,-340,0,0
